Five letter identifier	Survey type	Date	Day of year 	Start time	Duration (min)	Plant Family	Plant genus	Plant species	Plant species comments	Total floral  cover (m2)	 Number of floral units	Flower visitor order	Flower visitor family	Flower visitor genus	Flower visitor species	Sex/caste	Flower visitor species comments	Number of individuals	Number of flowers visited	Photo or specimen taken?	
SEJAK	A	27/05/	148	1404	30	Papaveraceae	Papaver	Papaver atlanticum		0.5	4	Hymenoptera	Apidae	Bombus	Bombus terrestris	W		1	2		
SEJAK	A	27/05/	148	1404	30	Papaveraceae	Papaver	Papaver orientale		0.8	13				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Papaveraceae	Papaver	Papaver rhoeas		0.04	0				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Hydrangeaceae	Philadelphus	Philadelphus var.		0.56	30	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			1	1		
SEJAK	A	27/05/	148	1404	30	Hydrangeaceae	Philadelphus	Philadelphus var.		0.56	30	Hymenoptera	Colletidae	Hylaeus	Hylaeus brevicornis			1	2		
SEJAK	A	27/05/	148	1404	30	Fabaceae	Pisum	Pisum sativum		0.2	6				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Pulmonaria	Pulmonaria officinalis		0.27	3				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Ranunculaceae	Ranunculus	Ranunculus acris		0.3	150				Apocrita sp.		Parasitoid wasp	1	1		
SEJAK	A	27/05/	148	1404	30	Ranunculaceae	Ranunculus	Ranunculus repens		0.35	60	Diptera			Diptera sp. 3		Diptera sp. tiny	1	1		
SEJAK	A	27/05/	148	1404	30	Lamiaceae	Salvia	Salvia microphylla		0.35	11				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Lamiaceae	Salvia	Salvia officinalis		0.1	9				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Scrophulariaceae	Scrophularia	Scrophularia nodosa		0.2	15				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Caryophyllaceae	Silene	Silene dioica		0.04	9				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Caryophyllaceae	Silene	Silene flos-cuculi	synonym Lychnis flos-cuculi	0.13	33	Hymenoptera	Apidae	Bombus	Bombus pratorum	Q		1	1		
SEJAK	A	27/05/	148	1404	30	Caryophyllaceae	Silene	Silene flos-cuculi	synonym Lychnis flos-cuculi	0.13	33	Hymenoptera	Colletidae	Hylaeus	cf. Hylaeus sp.		Hylaeus sp. Possibly	1	4		
SEJAK	A	27/05/	148	1404	30	Caryophyllaceae	Silene	Silene latifolia		0.1	11				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Brassicaceae	Sinapis	Sinapis arvensis		0.04	3				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Solanaceae	Solanum	Solanum crispum		1.8	2000				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Solanaceae	Solanum	Solanum dulcamara		0.16	4				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Sonchus	Sonchus oleraceus		0.05	1				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Rosaceae	Spiraea	Spiraea japonica		1	17	Hymenoptera	Apidae	Bombus	Bombus terrestris	Q		2	4		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Symphytum	Symphytum grandiflorum	cultivar Symphytum "Belsay Gold"	0.2	3				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Symphytum	Symphytum grandiflorum	unresolved plant species name	0.71	200	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		5	12		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Symphytum	Symphytum grandiflorum	unresolved plant species name	0.71	200	Hymenoptera	Apidae	Bombus	Bombus terrestris	W		1	3		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Symphytum	Symphytum grandiflorum	unresolved plant species name	0.71	200	Hymenoptera	Apidae	Anthophora	cf. Anthophora furcata	M	Anthophora furcata M possibly	1	1		
SEJAK	A	27/05/	148	1404	30	Boraginaceae	Symphytum	Symphytum officinale		0.2	50	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	2		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Taraxacum	Taraxacum sp.		0.95	15	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			6	6		
SEJAK	A	27/05/	148	1404	30	Asteraceae	Taraxacum	Taraxacum sp.		0.95	15	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.	M		1	1		
SEJAK	A	27/05/	148	1404	30	Verbenaceae	Verbena	Verbena bonariensis		0.1	4				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Verbenaceae	Verbena	Verbena rigida		0.04	2				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Violaceae	Viola	Viola tricolor		0.01	1				0			NA	NA		
SEJAK	A	27/05/	148	1404	30	Fabaceae	Wisteria	Wisteria floribunda	white flower form	0.6	3				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Malvaceae	Abutilon	Abutilon megapotamicum		0.6	30				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Amaryllidaceae	Allium	Allium var.		0.04	50				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Fabaceae	Anthyllis	Anthyllis vulneraria		0.1	410				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Ranunculaceae	Aquilegia	Aquilegia vulgaris		0.25	25				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Asteraceae	Argyranthemum	Argyranthemum var.		0.04	16				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Brassicaceae	Aubrieta	Aubrieta var.		0.73	60				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Ericaceae	Azalea	Azalea var.	red flowering	0.42	4				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Asteraceae	Bellis	Bellis perennis		0.02	3				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Borago	Borago officinalis		0.05	2				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Asteraceae	Brachyscome	Brachyscome var.		0.06	33				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Brassicaceae	Brassica	Brassica oleracea	kale	0.36	40	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			14	14		
SEJAK	A	26/05/	147	1155	30	Brassicaceae	Brassica	Brassica rapa subsp. chinensis	pak choi	0.2	3	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			3	3		
SEJAK	A	26/05/	147	1155	30	Theaceae	Camellia	Camellia var.		1	7				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Brassicaceae	Cardamine	Cardamine hirsuta		0.1	15				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Rhamnaceae	Ceanothus	Ceanothus var.		0.64	95	Diptera	Syrphidae	Sphaerophoria	Sphaerophoria sp.			1	2		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Cerinthe	Cerinthe major		0.16	80				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Scrophulariaceae	Chaenostoma	Chaenostoma cordatum		0.015	1				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Papaveraceae	Chelidonium	Chelidonium majus		0.05	4	Coleoptera	Oedemeridae	Oedemera	Oedemera nobilis			1	1		
SEJAK	A	26/05/	147	1155	30	Convolvulaceae	Convolvulus	Convolvulus cneorum	unresolved plant species name	0.1	3				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Fabaceae	Coronilla	Coronilla valentina		0.25	13				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Plantaginaceae	Cymbalaria	Cymbalaria muralis		0.06	45				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Cynoglossum	Cynoglossum officinale		0.35	120	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	3		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Cynoglossum	Cynoglossum officinale		0.35	120	Hymenoptera	Apidae	Bombus	Bombus pratorum	M		1	3		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Cynoglossum	Cynoglossum officinale		0.35	120	Hymenoptera	Megachilidae	Osmia	cf. Osmia sp.	M	Osmia sp. M?	1	2		
SEJAK	A	26/05/	147	1155	30	Caryophyllaceae	Dianthus	Dianthus barbatus	Dianthus cf. diabunda; Dianthus barbatus 'Diabunda'	0.04	12				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Caryophyllaceae	Dianthus	Dianthus cf. gratianopolitanus		0.1	5				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Plantaginaceae	Digitalis	Digitalis purpurea		1.8	230	Hymenoptera	Apidae	Bombus	Bombus hortorum			4	10		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		5	12		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		4	15		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pratorum	W		2	5		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Echium	Echium pininana		0.5	500	Diptera	Syrphidae	Episyrphus	Episyrphus balteatus			1	2		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp. 			2	4		
SEJAK	A	26/05/	147	1155	30	Asteraceae	Erigeron	Erigeron karvinskianus	unresolved plant species name	0.03	25				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Brassicaceae	Erysimum	Erysimum × cheiri		0.8	25				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Geraniaceae	Geranium	Geranium robertianum		0.4	60				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	1		
SEJAK	A	26/05/	147	1155	30	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Colletidae	Hylaeus	Hylaeus brevicornis	F		1	2		
SEJAK	A	26/05/	147	1155	30	Rosaceae	Geum	Geum quellyon	cultivar 'Mrs J Bradshaw'	0.1	7				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Rosaceae	Geum	Geum urbanum		0.5	10	Hymenoptera	Colletidae	Hylaeus	Hylaeus brevicornis	F		1	3	Yes	
SEJAK	A	26/05/	147	1155	30	Rosaceae	Geum	Geum var.	cultivar Geum 'Turnpike Tales'	0.05	1				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Plantaginaceae	Hebe	Hebe cf. rakaiensis	unresolved plant species name, suggested to be synonym to Veronica rakaiensis	0.24	35				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Brassicaceae	Hesperis	Hesperis matronalis		0.4	1000	Hymenoptera	Andrenidae	Andrena	Andrena flavipes	F		1	2	Yes	
SEJAK	A	26/05/	147	1155	30	Brassicaceae	Hesperis	Hesperis matronalis		0.4	1000	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			5	5		
SEJAK	A	26/05/	147	1155	30	Brassicaceae	Hesperis	Hesperis matronalis		0.4	1000	Araneae	Thomisidae	Misumena	Misumena vatia			1	1		
SEJAK	A	26/05/	147	1155	30	Asteraceae	Hypochaeris	Hypochaeris sp.?		0.02	1				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Lamiaceae	Lamium	Lamium album		0.16	80				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Lamiaceae	Lamium	Lamium purpureum		0.11	12				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.04	6				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Lamiaceae	Lavandula	Lavandula stoechas		0.16	4				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	24	Coleoptera	Dermestidae	Anthrenus	Anthrenus sp. 			1	1		
SEJAK	A	26/05/	147	1155	30	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	24	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum morio agg.	F	Lasioglossum morio type F	1	1		
SEJAK	A	26/05/	147	1155	30	Caprifoliaceae	Lonicera	Lonicera japonica		0.75	60	Hymenoptera	Apidae	Bombus	Bombus sp.			1	3		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Myosotis	Myosotis sylvatica		0.15	50				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Scrophulariaceae	Nemesia	Nemesia var.		0.1	20				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Oxalidaceae	Oxalis	Oxalis articulata		0.27	250				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Paeoniaceae	Paeonia	Paeonia var.		0.42	0				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Papaveraceae	Papaver	Papaver atlanticum		0.5	8	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			3	3		
SEJAK	A	26/05/	147	1155	30	Papaveraceae	Papaver	Papaver atlanticum		0.5	8	Diptera	Syrphidae	Eristalis	Eristalis cf. pertinax			1	1		
SEJAK	A	26/05/	147	1155	30	Papaveraceae	Papaver	Papaver orientale		0.8	12	Hymenoptera	Apidae	Bombus	Bombus terrestris	W		1	1		
SEJAK	A	26/05/	147	1155	30	Papaveraceae	Papaver	Papaver orientale		0.8	12	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp. 1		Lasioglossum sp. large	1	1		
SEJAK	A	26/05/	147	1155	30	Papaveraceae	Papaver	Papaver rhoeas		0.04	1	Coleoptera	Oedemeridae	Oedemera	Oedemera nobilis			2	2		
SEJAK	A	26/05/	147	1155	30	Hydrangeaceae	Philadelphus	Philadelphus var.		0.56	20	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	2		
SEJAK	A	26/05/	147	1155	30	Hydrangeaceae	Philadelphus	Philadelphus var.		0.56	20	Hymenoptera	Apidae		Apidae sp.		Small bee	1	1		
SEJAK	A	26/05/	147	1155	30	Fabaceae	Pisum	Pisum sativum		0.2	10				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Pulmonaria	Pulmonaria officinalis		0.27	3				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Ranunculaceae	Ranunculus	Ranunculus acris		0.3	150	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			2	2		
SEJAK	A	26/05/	147	1155	30	Ranunculaceae	Ranunculus	Ranunculus repens		0.35	60				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Ranunculaceae	Ranunculus	Ranunculus repens		0.35	60				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Ranunculaceae	Ranunculus	Ranunculus repens		0.35	60				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Lamiaceae	Salvia	Salvia microphylla		0.35	8				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Lamiaceae	Salvia	Salvia officinalis		0.1	9				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Scrophulariaceae	Scrophularia	Scrophularia nodosa		0.2	9				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Caryophyllaceae	Silene	Silene dioica		0.04	9				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Caryophyllaceae	Silene	Silene flos-cuculi	synonym Lychnis flos-cuculi	0.13	77				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Caryophyllaceae	Silene	Silene latifolia		0.1	11				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Brassicaceae	Sinapis	Sinapis arvensis		0.04	4	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			3	3		
SEJAK	A	26/05/	147	1155	30	Solanaceae	Solanum	Solanum crispum		1.8	2000	Hymenoptera	Apidae	Bombus	Bombus pascuorum	Q		1	3		
SEJAK	A	26/05/	147	1155	30	Asteraceae	Sonchus	Sonchus oleraceus		0.05	5				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Rosaceae	Spiraea	Spiraea japonica		1	17				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Symphytum	Symphytum grandiflorum	cultivar Symphytum "Belsay Gold"	0.2	11				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Symphytum	Symphytum grandiflorum	unresolved plant species name	0.71	300	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		2	5		
SEJAK	A	26/05/	147	1155	30	Boraginaceae	Symphytum	Symphytum officinale		0.2	50				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Asteraceae	Taraxacum	Taraxacum sp.		0.95	15	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			25	25		
SEJAK	A	26/05/	147	1155	30	Asteraceae	Taraxacum	Taraxacum sp.		0.95	15	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum morio agg.	F	Lasioglossum morio type F	1	1		
SEJAK	A	26/05/	147	1155	30	Verbenaceae	Verbena	Verbena bonariensis		0.1	3				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Verbenaceae	Verbena	Verbena rigida		0.04	2				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Violaceae	Viola	Viola tricolor		0.01	3				0			NA	NA		
SEJAK	A	26/05/	147	1155	30	Fabaceae	Wisteria	Wisteria floribunda	white flower form	0.6	15	Diptera	Syrphidae	Episyrphus	Episyrphus balteatus			1	1		
SEJAK	A	26/05/	147	1155	30	Fabaceae	Wisteria	Wisteria floribunda	white flower form	0.6	15	Araneae	Thomisidae	Misumena	Misumena vatia			1	1		
SEJAK	A	25/05/	146	1145	28	Malvaceae	Abutilon	Abutilon megapotamicum		0.6	30				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Amaryllidaceae	Allium	Allium var.		0.04	50	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.	F		1	2		
SEJAK	A	25/05/	146	1145	28	Fabaceae	Anthyllis	Anthyllis vulneraria		0.1	410				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Ranunculaceae	Aquilegia	Aquilegia vulgaris		0.25	25				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Asteraceae	Argyranthemum	Argyranthemum var.		0.04	16				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Aubrieta	Aubrieta var.		0.73	60	Hymenoptera	Apidae	Bombus	Bombus pascuorum			1	4		
SEJAK	A	25/05/	146	1145	28	Ericaceae	Azalea	Azalea var.	red flowering	0.42	4				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Borago	Borago officinalis		0.05	1				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Asteraceae	Brachyscome	Brachyscome var.		0.06	33				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Brassica	Brassica oleracea	kale	0.36	50	Hemiptera	Aphididae		Aphididae sp.			2	2		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Brassica	Brassica oleracea	kale	0.36	50	Hymenoptera	Apidae	Apis	Apis mellifera			1	6		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Brassica	Brassica oleracea	kale	0.36	50	Coleoptera	Curculionidae	Ceutorhynchus	Ceutorhynchus quadridens			1	1		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Brassica	Brassica oleracea	kale	0.36	50	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			20	20		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Brassica	Brassica oleracea	kale	0.36	50	Diptera	Syrphidae	Eupeodes	Eupeodes sp.	F		1	2		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Brassica	Brassica oleracea	kale	0.36	50	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.	F		2	4		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Brassica	Brassica oleracea	kale	0.36	50	Orthoptera	Tettigoniidae		Leptophyes punctatissima			1	1		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Brassica	Brassica rapa subsp. chinensis	pak choi	0.2	3				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Theaceae	Camellia	Camellia var.		1	7				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Cardamine	Cardamine hirsuta		0.1	15				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Rhamnaceae	Ceanothus	Ceanothus var.		0.64	95	Diptera	Syrphidae	Eupeodes	Eupeodes luniger	F		1	2	Yes	
SEJAK	A	25/05/	146	1145	28	Rhamnaceae	Ceanothus	Ceanothus var.		0.64	95	Araneae	Thomisidae	Misumena	Misumena vatia			2	2		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Cerinthe	Cerinthe major		0.16	80	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		2	8		
SEJAK	A	25/05/	146	1145	28	Scrophulariaceae	Chaenostoma	Chaenostoma cordatum		0.015	1				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Papaveraceae	Chelidonium	Chelidonium majus		0.05	4				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Convolvulaceae	Convolvulus	Convolvulus cneorum	unresolved plant species name	0.1	3				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Fabaceae	Coronilla	Coronilla valentina		0.25	13				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Plantaginaceae	Cymbalaria	Cymbalaria muralis		0.06	45				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Cynoglossum	Cynoglossum officinale		0.35	120	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	2		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Cynoglossum	Cynoglossum officinale		0.35	120	Hymenoptera	Apidae	Bombus	Bombus pratorum	M		1	5		
SEJAK	A	25/05/	146	1145	28	Caryophyllaceae	Dianthus	Dianthus barbatus	Dianthus cf. diabunda; Dianthus barbatus 'Diabunda'	0.04	12				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Caryophyllaceae	Dianthus	Dianthus cf. gratianopolitanus		0.1	3				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Plantaginaceae	Digitalis	Digitalis purpurea		1.8	230	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		1	2		
SEJAK	A	25/05/	146	1145	28	Plantaginaceae	Digitalis	Digitalis purpurea		1.8	230	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	3		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Apis	Apis mellifera			1	3		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		4	9		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus hypnorum	Q		1	3		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pascuorum	Q		1	3		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		7	15		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pratorum	Q		1	3		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Echium	Echium pininana		0.5	500	Hymenoptera	Apidae	Bombus	Bombus pratorum	W		3	8		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Echium	Echium pininana		0.5	500				Osmia caerulescens	F		1	5		
SEJAK	A	25/05/	146	1145	28	Asteraceae	Erigeron	Erigeron karvinskianus	unresolved plant species name	0.03	25				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Erysimum	Erysimum × cheiri		0.8	25				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Geraniaceae	Geranium	Geranium robertianum		0.4	60				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	1		
SEJAK	A	25/05/	146	1145	28	Geraniaceae	Geranium	Geranium × magnificum	cross between Geranium platypetalum and Geranium ibericum	0.6	25	Hymenoptera	Apidae	Bombus	Bombus pratorum	M		1	2		
SEJAK	A	25/05/	146	1145	28	Rosaceae	Geum	Geum quellyon	cultivar 'Mrs J Bradshaw'	0.1	7				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Rosaceae	Geum	Geum urbanum		0.5	8				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Rosaceae	Geum	Geum var.	cultivar Geum 'Turnpike Tales'	0.05	1				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Plantaginaceae	Hebe	Hebe cf. rakaiensis	unresolved plant species name, suggested to be synonym to Veronica rakaiensis	0.24	35				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Hesperis	Hesperis matronalis		0.4	1000	Hymenoptera	Braconidae		Braconidae sp.?			1	1		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Hesperis	Hesperis matronalis		0.4	1000	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			4	4		
SEJAK	A	25/05/	146	1145	28	Brassicaceae	Hesperis	Hesperis matronalis		0.4	1000	Hymenoptera	Apidae		Apidae sp.		Small bee	1	2		
SEJAK	A	25/05/	146	1145	28	Lamiaceae	Lamium	Lamium album		0.16	80	Hymenoptera	Apidae	Bombus	Bombus hortorum	W		2	5		
SEJAK	A	25/05/	146	1145	28	Lamiaceae	Lamium	Lamium album		0.16	80	Hymenoptera	Apidae	Bombus	Bombus pascuorum	W		1	2		
SEJAK	A	25/05/	146	1145	28	Lamiaceae	Lamium	Lamium purpureum		0.11	12				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.04	6				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Lamiaceae	Lavandula	Lavandula stoechas		0.16	4				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	8	Coleoptera	Dermestidae	Anthrenus	Anthrenus sp. 			2	2		
SEJAK	A	25/05/	146	1145	28	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	8	Hemiptera	Aphididae		Aphididae sp.			4	4		
SEJAK	A	25/05/	146	1145	28	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	8	Coleoptera	Nitidulidae	Meligethes	cf. Meligethes aeneus			1	1		
SEJAK	A	25/05/	146	1145	28	Asteraceae	Leucanthemum	Leucanthemum vulgare		1.2	8	Diptera			Diptera sp. 1		Diptera sp. small	1	1		
SEJAK	A	25/05/	146	1145	28	Caprifoliaceae	Lonicera	Lonicera japonica		0.75	50				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Boraginaceae	Myosotis	Myosotis sylvatica		0.15	50				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Scrophulariaceae	Nemesia	Nemesia var.		0.1	20				0			NA	NA		
SEJAK	A	25/05/	146	1145	28	Oxalidaceae	Oxalis	Oxalis articulata		0.27	250				0			NA	NA		
